Street Address,City,State,Storm Magnitude,AI Damage Score %,Likely Insurance,Event Date
104 S Yale Ave,Tulsa,OK,2.0,23.84,Unknown,2026-04-23
367 S Sheridan Rd,Tulsa,OK,2.0,23.83,Unknown,2026-04-23
377 S Sheridan Rd,Tulsa,OK,2.0,23.83,Unknown,2026-04-23
379 S Sheridan Rd,Tulsa,OK,2.0,23.83,Unknown,2026-04-23
373 S Sheridan Rd,Tulsa,OK,2.0,23.81,Unknown,2026-04-23
128 S Sheridan Rd,Tulsa,OK,2.0,23.8,Unknown,2026-04-23
166 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.8,Unknown,2026-04-23
201 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
202 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
203 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
204 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
205 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
206 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
207 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
208 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
209 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
210 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
211 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
212 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
213 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
214 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
215 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
216 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
217 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
218 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
219 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
220 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
221 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
222 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
223 SW 10th St,,NATIONAL_EXHAUSTIVE,2.0,23.79,Unknown,2026-04-25
318 W Robinson St,Norman,OK,2.0,23.79,Unknown,2026-03-10
118 S Sheridan Rd,Tulsa,OK,2.0,23.79,Unknown,2026-04-23
247 E 1st St,Tulsa,OK,1.6,23.79,Unknown,2026-04-23
137 NW 50th St,Oklahoma City,OK,2.1,23.76,Unknown,2026-04-23
204 NW 50th St,Oklahoma City,OK,2.1,23.72,Unknown,2026-04-23
244 N Bryant Ave,Edmond,OK,2.75,23.71,Unknown,2026-03-10
102 S Yale Ave,Tulsa,OK,2.0,23.71,Unknown,2026-04-23
331 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,23.7,Unknown,2026-04-25
333 SW Jackson St,,NATIONAL_EXHAUSTIVE,2.0,23.7,Unknown,2026-04-25
368 SW Jackson St,Topeka,KS,2.75,23.7,Unknown,2026-04-12
370 SW Jackson St,Topeka,KS,2.75,23.7,Unknown,2026-04-12
194 E 1st St,Tulsa,OK,1.6,23.7,Unknown,2026-04-23
224 N Bryant Ave,Edmond,OK,2.75,23.69,Unknown,2026-03-10
214 NW 50th St,Oklahoma City,OK,2.1,23.69,Unknown,2026-04-23
124 S Sheridan Rd,Tulsa,OK,2.0,23.68,Unknown,2026-04-23
375 S Sheridan Rd,Tulsa,OK,2.0,23.68,Unknown,2026-04-23
178 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.68,Unknown,2026-04-23
259 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,23.67,Unknown,2026-04-25
126 S Sheridan Rd,Tulsa,OK,2.0,23.67,Unknown,2026-04-23
316 W Robinson St,Norman,OK,2.0,23.66,Unknown,2026-03-10
112 S Yale Ave,Tulsa,OK,2.0,23.66,Unknown,2026-04-23
108 S Sheridan Rd,Tulsa,OK,2.0,23.65,Unknown,2026-04-23
106 S Yale Ave,Tulsa,OK,2.0,23.64,Unknown,2026-04-23
156 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.64,Unknown,2026-04-23
148 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.63,Unknown,2026-04-23
212 N High St,,NATIONAL_EXHAUSTIVE,2.0,23.62,Unknown,2026-04-25
212 NW 50th St,Oklahoma City,OK,2.1,23.61,Unknown,2026-04-23
108 S Yale Ave,Tulsa,OK,2.0,23.6,Unknown,2026-04-23
122 S Sheridan Rd,Tulsa,OK,2.0,23.6,Unknown,2026-04-23
365 S Sheridan Rd,Tulsa,OK,2.0,23.6,Unknown,2026-04-23
211 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.59,Unknown,2026-04-25
110 S Yale Ave,Tulsa,OK,2.0,23.59,Unknown,2026-04-23
248 N Bryant Ave,Edmond,OK,2.75,23.58,Unknown,2026-03-10
363 S Sheridan Rd,Tulsa,OK,2.0,23.57,Unknown,2026-04-23
301 W Robinson St,Norman,OK,2.0,23.56,Unknown,2026-03-10
175 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.55,Unknown,2026-04-25
149 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.54,Unknown,2026-04-25
264 N Bryant Ave,Edmond,OK,2.75,23.54,Unknown,2026-03-10
134 S Sheridan Rd,Tulsa,OK,2.0,23.54,Unknown,2026-04-23
221 W Robinson St,Norman,OK,2.0,23.53,Unknown,2026-03-10
266 W Robinson St,Norman,OK,2.0,23.53,Unknown,2026-03-10
120 S Sheridan Rd,Tulsa,OK,2.0,23.53,Unknown,2026-04-23
295 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.52,Unknown,2026-04-25
305 W Robinson St,Norman,OK,2.0,23.51,Unknown,2026-03-10
104 S Sheridan Rd,Tulsa,OK,2.0,23.51,Unknown,2026-04-23
150 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.51,Unknown,2026-04-23
345 SW Jackson St,Topeka,KS,2.75,23.49,Unknown,2026-04-12
135 NW 50th St,Oklahoma City,OK,2.1,23.49,Unknown,2026-04-23
174 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.49,Unknown,2026-04-23
263 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.48,Unknown,2026-04-25
246 N Bryant Ave,Edmond,OK,2.75,23.48,Unknown,2026-03-10
303 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.47,Unknown,2026-04-25
249 E 1st St,Tulsa,OK,1.6,23.45,Unknown,2026-04-23
185 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.44,Unknown,2026-04-25
105 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
107 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
109 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
113 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
115 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
117 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
119 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
125 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
127 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
129 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
131 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
133 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
135 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
137 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
139 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
143 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
145 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
147 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
149 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
151 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
153 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
155 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
157 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
159 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
161 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
163 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
165 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
166 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
167 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
168 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
169 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
170 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
172 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
173 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
174 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
175 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
176 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
177 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
178 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
179 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
180 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
182 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
183 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
184 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
185 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
186 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
187 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
188 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
189 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
190 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
191 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
192 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
193 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
194 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
195 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
196 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
197 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
198 Grand Blvd,Nichols Hills,OK,2.25,23.44,Unknown,2026-04-25
199 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
200 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
202 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
203 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
204 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
205 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
206 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
207 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
208 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
209 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
210 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
212 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
213 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
214 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
215 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
216 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
217 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
218 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
219 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
220 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
222 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
223 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
224 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
225 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
226 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
227 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
228 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
229 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
230 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
232 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
233 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
234 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
235 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
236 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
237 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
239 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
243 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
245 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
247 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
249 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
251 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
253 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
255 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
257 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
259 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
261 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
263 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
265 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
267 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
269 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
271 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
273 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
275 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
277 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
279 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
281 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
283 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
285 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
287 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
289 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
291 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
293 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
295 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
297 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
299 Grand Blvd,Nichols Hills,OK,2.5,23.44,Unknown,2026-03-10
162 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.43,Unknown,2026-04-23
303 W Robinson St,Norman,OK,2.0,23.41,Unknown,2026-03-10
136 S Sheridan Rd,Tulsa,OK,2.0,23.41,Unknown,2026-04-23
205 S Sheridan Rd,Tulsa,OK,2.0,23.41,Unknown,2026-04-23
169 NW 50th St,Oklahoma City,OK,2.1,23.4,Unknown,2026-04-23
149 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,23.38,Unknown,2026-04-25
181 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.36,Unknown,2026-04-25
202 NW 50th St,Oklahoma City,OK,2.1,23.36,Unknown,2026-04-23
179 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.34,Unknown,2026-04-25
132 S Sheridan Rd,Tulsa,OK,2.0,23.34,Unknown,2026-04-23
154 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.33,Unknown,2026-04-23
100 S Sheridan Rd,Tulsa,OK,2.0,23.32,Unknown,2026-04-23
130 S Sheridan Rd,Tulsa,OK,2.0,23.32,Unknown,2026-04-23
266 N Bryant Ave,Edmond,OK,2.75,23.3,Unknown,2026-03-10
183 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.29,Unknown,2026-04-25
288 N Bryant Ave,Edmond,OK,2.75,23.29,Unknown,2026-03-10
289 N Bryant Ave,Edmond,OK,2.75,23.29,Unknown,2026-03-10
290 N Bryant Ave,Edmond,OK,2.75,23.29,Unknown,2026-03-10
291 N Bryant Ave,Edmond,OK,2.75,23.29,Unknown,2026-03-10
216 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.27,Unknown,2026-04-25
361 S Sheridan Rd,Tulsa,OK,2.0,23.27,Unknown,2026-04-23
152 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.27,Unknown,2026-04-23
172 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.27,Unknown,2026-04-23
274 W Robinson St,Norman,OK,2.0,23.26,Unknown,2026-03-10
138 S Sheridan Rd,Tulsa,OK,2.0,23.25,Unknown,2026-04-23
131 NW 50th St,Oklahoma City,OK,2.1,23.25,Unknown,2026-04-23
133 NW 50th St,Oklahoma City,OK,2.1,23.25,Unknown,2026-04-23
218 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.24,Unknown,2026-04-25
257 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,23.24,Unknown,2026-04-25
140 S Sheridan Rd,Tulsa,OK,2.0,23.24,Unknown,2026-04-23
158 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.23,Unknown,2026-04-23
376 SW Jackson St,Topeka,KS,2.75,23.22,Unknown,2026-04-12
113 NW 50th St,Oklahoma City,OK,2.1,23.22,Unknown,2026-04-23
305 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.2,Unknown,2026-04-25
315 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.2,Unknown,2026-04-25
260 Juliette Ave,Manhattan,KS,2.5,23.2,Unknown,2026-04-12
266 Juliette Ave,Manhattan,KS,2.5,23.19,Unknown,2026-04-12
242 NW 50th St,Oklahoma City,OK,2.1,23.19,Unknown,2026-04-23
302 W Robinson St,Norman,OK,2.0,23.17,Unknown,2026-03-10
180 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.17,Unknown,2026-04-23
160 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.16,Unknown,2026-04-23
363 W Robinson St,Norman,OK,2.0,23.13,Unknown,2026-03-10
142 S Sheridan Rd,Tulsa,OK,2.0,23.13,Unknown,2026-04-23
184 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.13,Unknown,2026-04-23
186 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.13,Unknown,2026-04-23
182 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.12,Unknown,2026-04-23
257 E 1st St,Tulsa,OK,1.6,23.07,Unknown,2026-04-23
187 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.05,Unknown,2026-04-25
258 Juliette Ave,Manhattan,KS,2.5,23.05,Unknown,2026-04-12
214 N High St,,NATIONAL_EXHAUSTIVE,2.0,23.04,Unknown,2026-04-25
108 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,23.03,Unknown,2026-04-25
151 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,23.03,Unknown,2026-04-25
252 Juliette Ave,Manhattan,KS,2.5,23.03,Unknown,2026-04-12
264 Juliette Ave,Manhattan,KS,2.5,23.03,Unknown,2026-04-12
146 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,23.02,Unknown,2026-04-25
268 Juliette Ave,Manhattan,KS,2.5,23.02,Unknown,2026-04-12
168 N Pennsylvania Ave,Oklahoma City,OK,2.1,23.01,Unknown,2026-04-23
251 E 1st St,Tulsa,OK,1.6,23.01,Unknown,2026-04-23
177 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.0,Unknown,2026-04-25
267 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,23.0,Unknown,2026-04-25
110 Juliette Ave,Manhattan,KS,2.5,22.99,Unknown,2026-04-12
270 Juliette Ave,Manhattan,KS,2.5,22.99,Unknown,2026-04-12
272 W Robinson St,Norman,OK,2.0,22.98,Unknown,2026-03-10
307 W Robinson St,Norman,OK,2.0,22.97,Unknown,2026-03-10
148 S Sheridan Rd,Tulsa,OK,2.0,22.97,Unknown,2026-04-23
200 NW 50th St,Oklahoma City,OK,2.1,22.97,Unknown,2026-04-23
227 W Robinson St,Norman,OK,2.0,22.96,Unknown,2026-03-10
355 S Sheridan Rd,Tulsa,OK,2.0,22.96,Unknown,2026-04-23
215 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,22.95,Unknown,2026-04-25
359 S Sheridan Rd,Tulsa,OK,2.0,22.95,Unknown,2026-04-23
246 Juliette Ave,Manhattan,KS,2.5,22.92,Unknown,2026-04-12
259 E 1st St,Tulsa,OK,1.6,22.92,Unknown,2026-04-23
261 E 1st St,Tulsa,OK,1.6,22.92,Unknown,2026-04-23
191 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,22.91,Unknown,2026-04-25
256 Juliette Ave,Manhattan,KS,2.5,22.9,Unknown,2026-04-12
262 Wilshire Blvd,Nichols Hills,OK,2.25,22.89,Unknown,2026-04-25
254 Juliette Ave,Manhattan,KS,2.5,22.89,Unknown,2026-04-12
189 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,22.88,Unknown,2026-04-25
144 S Sheridan Rd,Tulsa,OK,2.0,22.88,Unknown,2026-04-23
207 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,22.87,Unknown,2026-04-25
217 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,22.84,Unknown,2026-04-25
145 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,22.84,Unknown,2026-04-25
266 Wilshire Blvd,Nichols Hills,OK,2.25,22.84,Unknown,2026-04-25
150 S Sheridan Rd,Tulsa,OK,2.0,22.83,Unknown,2026-04-23
295 E 1st St,Tulsa,OK,1.6,22.83,Unknown,2026-04-23
198 N High St,,NATIONAL_EXHAUSTIVE,2.0,22.82,Unknown,2026-04-25
238 Wilshire Blvd,Nichols Hills,OK,2.25,22.82,Unknown,2026-04-25
239 Wilshire Blvd,Nichols Hills,OK,2.25,22.82,Unknown,2026-04-25
264 Wilshire Blvd,Nichols Hills,OK,2.25,22.81,Unknown,2026-04-25
106 Juliette Ave,Manhattan,KS,2.5,22.8,Unknown,2026-04-12
108 Juliette Ave,Manhattan,KS,2.5,22.8,Unknown,2026-04-12
133 Juliette Ave,Manhattan,KS,2.5,22.8,Unknown,2026-04-12
135 Juliette Ave,Manhattan,KS,2.5,22.8,Unknown,2026-04-12
226 Juliette Ave,Manhattan,KS,2.5,22.8,Unknown,2026-04-12
262 Juliette Ave,Manhattan,KS,2.5,22.8,Unknown,2026-04-12
102 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,22.79,Unknown,2026-04-25
201 Grand Blvd,Nichols Hills,OK,2.5,22.79,Unknown,2026-03-10
248 Juliette Ave,Manhattan,KS,2.5,22.79,Unknown,2026-04-12
213 W New England Ave,,NATIONAL_EXHAUSTIVE,2.0,22.78,Unknown,2026-04-25
353 S Sheridan Rd,Tulsa,OK,2.0,22.78,Unknown,2026-04-23
230 Juliette Ave,Manhattan,KS,2.5,22.77,Unknown,2026-04-12
236 Juliette Ave,Manhattan,KS,2.5,22.77,Unknown,2026-04-12
273 S Sheridan Rd,Tulsa,OK,2.0,22.76,Unknown,2026-04-23
238 Juliette Ave,Manhattan,KS,2.5,22.76,Unknown,2026-04-12
265 E 1st St,Tulsa,OK,1.6,22.76,Unknown,2026-04-23
147 SW 10th Ave,,NATIONAL_EXHAUSTIVE,2.0,22.75,Unknown,2026-04-25
357 S Sheridan Rd,Tulsa,OK,2.0,22.75,Unknown,2026-04-23
232 Juliette Ave,Manhattan,KS,2.5,22.74,Unknown,2026-04-12
228 Juliette Ave,Manhattan,KS,2.5,22.72,Unknown,2026-04-12
234 Juliette Ave,Manhattan,KS,2.5,22.72,Unknown,2026-04-12
263 E 1st St,Tulsa,OK,1.6,22.72,Unknown,2026-04-23
351 S Sheridan Rd,Tulsa,OK,2.0,22.71,Unknown,2026-04-23
268 Wilshire Blvd,Nichols Hills,OK,2.25,22.7,Unknown,2026-04-25
196 SW 24th Ave,Norman,OK,2.0,22.69,Unknown,2026-03-10
270 W Robinson St,Norman,OK,2.0,22.69,Unknown,2026-03-10
188 N Pennsylvania Ave,Oklahoma City,OK,2.1,22.68,Unknown,2026-04-23
100 W Dublin-Granville Rd,,NATIONAL_EXHAUSTIVE,2.0,22.67,Unknown,2026-04-25
170 N Pennsylvania Ave,Oklahoma City,OK,2.1,22.67,Unknown,2026-04-23
156 S Sheridan Rd,Tulsa,OK,2.0,22.66,Unknown,2026-04-23
154 S Sheridan Rd,Tulsa,OK,2.0,22.65,Unknown,2026-04-23
224 Juliette Ave,Manhattan,KS,2.5,22.65,Unknown,2026-04-12
253 E 1st St,Tulsa,OK,1.6,22.65,Unknown,2026-04-23
240 Wilshire Blvd,Nichols Hills,OK,2.25,22.64,Unknown,2026-04-25
205 Wilshire Blvd,Nichols Hills,OK,2.25,22.62,Unknown,2026-04-25
272 Juliette Ave,Manhattan,KS,2.5,22.62,Unknown,2026-04-12
